微博id,发布者,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwEcig0Vz,楚天交通广播,楚天交通广播:【#陕西大厨为武汉医疗队做羊肉泡馍#】#新冠肺炎防控# #抗击新型肺炎进行时#几天前，三位陕菜国家级烹饪大师前往武汉。29日晚，一份份热气腾腾、配有糖蒜、辣椒酱的羊肉泡馍，送到陕西省第一批援湖北医疗队队员的房间。未来，大厨每天将为队员们烹制油泼面、肉夹馍、凉皮等地道的陕西家乡美味，用贴心的后勤保障支援医疗队抗疫工作。加油！http://t.cn/A67JlgGX ,无,无,2020-03-01 23:30,微博 weibo.com,10,6,5
IwEcig1bk,羊城晚报金羊网,羊城晚报金羊网:#战疫日志#【北京新冠肺炎患者出院捐献血浆记】#关注新冠肺炎#近日，北京两名冠肺炎康复患者在北京佑安医院献出血浆。捐献血浆有哪些要求和环节呢？记者了解到，若想捐献血浆，患者需要先登记，然后再查体，还要抽样，再进行检测。此次捐献血浆的金先生称，他希望每位新冠肺炎患者，在被医护人员努力救护的同时，自身也要有信心、有毅力去抗击病魔，而如果康复，更要保重身体，增强免疫力，才能参与血浆捐献，挽救更多生命。http://t.cn/A67b36Qj ,无,无,2020-03-01 23:30,微博 weibo.com,0,0,0
IwEcig1cf,武汉同城,武汉同城:#关注湖北新冠肺炎疫情#【湖北启用健康码，首批将必需返岗人员纳入健康码管理】经湖北省疫情防控指挥部同意，决定在湖北全省推进统一疫情防控健康码工作。湖北健康码已于2月24日在“鄂汇办”APP 、“鄂汇办”支付宝小程序上线，并即将在国家“互联网+监管”系统支付宝小程序上线。http://t.cn/A67iY70k http://t.cn/A67iY70s 原图 ,无,无,2020-03-01 23:30,微博 weibo.com,5,2,6
IwEcig1EC,中時電子報新影視頻道,中時電子報新影視頻道:【台灣唯一到義大利米蘭時裝周KOL 曝新冠肺炎回台隔離狀況】http://t.cn/A67inJRa米蘭時裝周日前結束，義大利確診新冠肺炎的人數竟然已突破千例，更在過去24小時內就新增240人，成為歐洲第一個淪陷的國家，韓星金請夏也因出席米蘭時裝周，回國後身邊兩工作人員確診新冠肺炎，台灣這次唯一出席的只有KOL莫莉，她也在社群網站上透露近況。 原图 ,无,无,2020-03-01 23:30,微博 weibo.com,2,1,1
IwEcig2FB,淘小铺新零售创业导师,淘小铺新零售创业导师:淘小铺创始人是谁？淘小铺好用吗？阿里巴巴淘小铺超话淘小铺超话#武汉再建10座方舱医院# 跟对人跟对团队，我教你自媒体爆粉，免费引流方法，海量流量，转化创业者，阿里巴巴淘小铺蓝蓝团队创始人西西「淘小铺」「全国第1例新冠肺炎逝世患者遗体解剖」「阿里巴巴淘小铺」「马云」淘小铺到底是怎么赚钱的？阿里巴巴淘小铺怎么加入团队？淘小铺是阿里巴巴的吗？淘小铺和淘宝平台什么区别？阿里巴巴为什么要出淘小铺？淘小 铺‎里卖᠋什᠋么᠋❓「马云」「阿里巴巴」「天猫」「淘小铺」「成都下雪」「马云」「阿里巴巴」「淘小铺」「想见你加拍新结局」#钟南山谈新冠肺炎疫情峰值# 淘឴小铺里឴面卖឴的东⁠西都是天‪猫全球឵购឵的品⁢质 假一赔三⁢‼每⁢一͏款产‭品都‭有投‭保险，质‭量⁡是⁡非常⁢好⁢的᠋，目前 平台几万款⁡产品⁡，80%低于其 他 平឴台឴的͏价格，未‬来不‬断⁠的升级‪，在឵保឵证឵正‎品‎的‎前‭提 下，所᠋有឵产品⁢都会‭低‭于‬其‬他឴平台឴，以 后 再͏也͏不用⁡领⁡什‎么⁠优⁠惠‪券‪了‭，直接⁡就是最低价❗这就⁡是឴阿‎里‎巴巴͏的͏实力⁠‼「淘小铺」「阿里巴巴淘小铺」「蓝蓝国际」「淘小铺」「马云」「阿里巴巴超话」「阿里巴巴淘小铺」「阿里巴巴淘小铺」「淘小铺」「阿里巴巴」「淘小铺」「阿里巴巴淘小铺」「淘小铺」「阿里巴巴 #阿里巴巴##股市##熊猫守护者# 淘小铺超话 阿里巴巴淘小铺超话 #武汉再建10座方舱医院# #淘小铺# [组图共3张] 原图 ,无,无,2020-03-01 23:30,微博 weibo.com,0,0,0
IwEcihLXO,人民日报海外版-海外网,人民日报海外版-海外网:【#首例新冠肺炎尸检报告发布# ：气道大量黏稠分泌物 主要引起远端肺泡损伤】#第一例新冠肺炎尸检报告发布# 主持首例新冠肺炎逝者遗体解剖的刘良教授称：新冠肺炎的病变与SARS有类似之处，也有自己的特点。从目前的病理结果来看，一些死者的肺部切面上，能看到有黏液性的分泌物，他认为这是临床治疗需要警惕的地方。（央视新闻） 原图 ,无,无,2020-03-01 23:30,微博 weibo.com,17,7,11
IwEci079V,NOWnews今日新闻,"NOWnews今日新闻:【儿童口罩网路拍卖一个5元！】#新冠肺炎# （COVID-19）疫情严峻，随着疫情扩散，许多国家都出现口罩一罩难求的情况，像#台湾# 就实施口罩实名制购买，由政府统一管理。而#日本# 目前则仍是让市场自由贩售，也衍生出不少乱象。就有位日本网友发现，在网路商城看到有卖家一盒儿童口罩平均每片只要16 日圆、约新台币4.4 元，但运费却要价50 万日圆，让他气得想报警。有日本网友在推特上分享了Amazon 网路商城的卖家资讯，一盒儿童口罩贩售480 日圆、平均一片只要16 日圆，价格看起来还算可以接受，但准备下单时仔细一看却发现，卖家索取的运费高达50 万日圆、约新台币13 万7,637 元，运费远远高过口罩本身，让他呼吁大家在网路上买口罩，一定要小心被骗。气愤的网友纷纷在底下留言回覆说，「通报给Amazon 客服，若没有回应就报警」、「这是诈欺吧」、「之前也遇过类似的情况」、「购买时最好选择由Amazon 发送的卖家」、「太过分了」。更多精彩报导详见《NOWnews今日新闻》网，本文由NOWnews 授权报导欢迎关注NOWnews 今日新闻新浪微博   #nownews今日新闻#  www.nownews.com [组图共3张] 原图 ",无,无,2020-03-01 23:30,微博 weibo.com,2,0,0
IwEchlU4k,对不起我爱你01,对不起我爱你01:#新冠肺炎起源#  刘大夫今天在家翻阅报纸，发现2013年2月21曰也就是7年前济南时报关于新冠状病毒的报道。从报纸上电镜照片可见与2019新冠外形很像，不知道基因序列是否相同。当时全球确诊12例，3例英国，5例沙特阿拉伯，卡他尔2例、约旦2例，死了5例，3个在沙特，2个在约旦，首次出现于2012年9月。这说明世卫组织对这种新冠病毒早就很清楚，早就知道中国不是发源地，所以要求全球间防疫。才明白世卫组织为什么这么前沿、准确地预报疫情。所以，病毒来自国外是肯定的。基因排序已测出武汉的病毒是孙子辈的，爷爷在美国。试想7年前如果对此进行研究，是不是可以避免今年的疫情。 [组图共3张] 原图 ,无,无,2020-03-01 23:30,HUAWEI nova 2s,1,0,2
IwEchkNCA,不愿意透露姓名的小来,不愿意透露姓名的小来:【又一市清零！沧州市最后3名新冠肺炎确诊患者治愈出院】3月1日，沧州市最后3名新冠肺炎患者治愈出院。据了解，此次出院的3名患者经沧州市人民医院医护团队精准诊治和精心照护，特别是在省专家组的悉心指导和帮助下，患者病情逐渐好转，经省、市医疗救治专家组评估，符合国家卫生健康委新型冠状病毒肺炎确诊病例出院标准。 http://t.cn/RJ2IWod 显示地图 原图 ,无,无,2020-03-01 23:30,realme X全屏敢越级,5,0,2
IwEcgrrBi,中新社福建,中新社福建:【比心！医务工作者痊愈出舱 希望同仁们早日回归正常】 3月1日，湖北武汉。太原市妇幼保健院急诊科护士张晓芬收到患者出舱的消息。这名患者是一名医务工作者，在工作中不幸被感染，确诊新冠肺炎。张晓芬表示，这名患者在治疗期间，每天帮助工作人员发餐，照顾开导其他病友，带领大家做操、跳广场舞。（王惠琳 殷晔）http://t.cn/A67itGQp ,无,无,2020-03-01 23:30,OnePlus 7 Pro,0,0,0
IwEccljJU,天国的医生,天国的医生:《全球除中国外已现7600余例新冠肺炎病例》泰国卫生部3月1日通报，该国出现首例新冠肺炎死亡病例，一名感染新冠病毒的35岁泰国男子于2月29日傍晚因器官衰竭去世。http://t.cn/A67inMtu  原图 ,无,无,2020-03-01 23:29,百度App,0,0,0
IwEcawMfO,禁毒法治,禁毒法治:【张文宏：注射血浆患者立刻康复？那是电影！】谈到血浆疗法，上海新冠肺炎专家治疗组组长张文宏表示，重症病人用了恢复期血浆以后，可以促进病毒转阴。但血浆疗法并非立竿见影，“不会有电影里的那种情形。输入康复期血浆后，病人就神奇地恢复，这是不可能的。现在我们不靠神药，对于重症病人的救治，我们靠的是所有力量一起努力。 #全面暂停离汉离鄂网约车业务#  http://t.cn/A67fVf7f http://t.cn/A67fVf7f ,无,无,2020-03-01 23:29,HUAWEI Mate 20 Pro,1,0,0
IwEc8vLTn,JR-冯-阿克曼,JR-冯-阿克曼:民主国家，誓死捍卫他们的人权和民主，从这方面来说，韩国人做到了，估计日本人马上也将做到了。“生命诚可贵，民主价更高，若为自由故，生命都可抛”#韩国累计确诊新冠肺炎3526例##韩国新增594例新冠肺炎# 佛山·海国大良(清晖店)  显示地图 ,无,#韩国新增594例新冠肺炎#,2020-03-01 23:29,HUAWEI P30,0,0,0
IwEc8vJNE,中新社福建,中新社福建:#关注新冠肺炎#【#6名纯中医治疗新冠肺炎患者出院#】3月1日，在雷神山医院接受治疗的16名新冠肺炎患者符合了出院标准，其中6名患者采用纯中医药治疗。（邹浩 徐朋朋）@中新视频 中新视频的秒拍视频  ,无,无,2020-03-01 23:29,OnePlus 7 Pro,0,0,0
IwEc7ihCN,冰雨在古都,冰雨在古都:#关注湖北新冠肺炎疫情#【湖北启用健康码，首批将必需返岗人员纳入健康码管理】经湖北省疫情防控指挥部同意，决定在湖北全省推进统一疫情防控健康码工作。湖北健康码已于2月24日在“鄂汇办”APP 、“鄂汇办”支付宝小程序上线，并即将在国家“互联网+监管”系统支付宝小程序上线。http://t.cn/A67iY70k http://t.cn/A67iY70s ,无,无,2020-03-01 23:29,HUAWEI P10,0,0,0
IwEc68rSi,人生研究ZJS,人生研究ZJS:金泰熙剧组成员疑似感染新冠肺炎  若被确诊或出现集体感染事件 金泰熙剧组成员疑似感染新冠肺炎  若被确诊或出现集体感染事件  原图 ,无,无,2020-03-01 23:29,内置浏览器,0,0,0
IwEc3tOfA,策略耐心止损,策略耐心止损:【全球除中国外已现7600余例新冠肺炎病例】截至北京时间3月1日20时，中国以外共61个国家和地区报告新冠肺炎累计确诊病例7600余例，已有七国的累计确诊病例逾一百例。韩国依然是除中国外累计确诊病例最多的国家。作为欧洲疫情最严重的国家，意大利的累计确诊病例超过一千例。德国与法国的累计确诊病例分列欧洲第二和第三位，分别为117例和100例。（中新网） ,无,无,2020-03-01 23:29,微博 weibo.com,0,0,0
IwEc2igOD,K总在西湖边,K总在西湖边:#韩国累计确诊新冠肺炎3526例# 韩国当年因为sa de事件被暂停旅游业务，可以说至今没有缓过来。除了服装行业，代购，商务等领域的人有刚需要去，很多国内城市韩国游目前依然不敢恢复，或者以很慢的速度试水恢复，比如先恢复济州岛。这次疫情可谓又是一记重拳，至少2020年韩国旅游业继续惨淡。  ,无,无,2020-03-01 23:29,iPhone客户端,0,0,0
IwEc20yA2,宋中清主任律师,宋中清主任律师:#肺炎[超话]##新冠肺炎##法国新型肺炎疫情# @中国新闻周刊 【#法国买口罩需医生开处方#！卫生部长宣布：取消5000人以上聚会】2月29日，法国总统#马克龙#组织召开内阁会议，商讨防控#新冠病毒#对策。法国卫生部长宣布，取消全国5000多人以上的室内聚会，建议大家勤洗手，在没生病时不必戴口罩，如果没有医生开具的处方，没有人需要戴口罩。 http://t.cn/A67iScGT  http://t.cn/z86cPcl 显示地图 ,无,http://t.cn/z86cPcl,2020-03-01 23:29,肺炎超话,4,1,17
IwEbZlS8D,魏氏思语,魏氏思语:《美国邮轮乘客恐慌斗殴，船员喷胡椒喷雾劝架》由于担心邮轮上有人感染新冠肺炎，牙买加政府、开曼群岛政府和墨西哥港务局相继拒绝了其船只泊岸的申请。http://t.cn/A67in5aR  原图 ,无,无,2020-03-01 23:29,百度App,1,0,0
IwEbXxpEN,Shanshan小菇凉,Shanshan小菇凉:#英国新增12名新冠肺炎感染者#求求了，让我安心的上学吧  ,无,无,2020-03-01 23:29,美图M8s·电影级虚化,0,0,0
IwEbWFDwO,浔阳街头,浔阳街头:几乎人人易感！新冠肺炎的10个最新知识点 几乎人人易感！新冠肺炎的10个最新知识点  ,无,无,2020-03-01 23:29,分享按钮,0,0,0
IwEbU3D8Y,FM963,FM963:【#泰国报告首例新冠肺炎死亡病例# 生前曾患登革热】泰国卫生部疾病控制司司长在新闻发布会上表示：2月29日泰国出现首例感染新冠病毒肺炎死亡病例，该病亡患者为男性，35岁，生前是一名售货员，这也是泰国境内出现首例死亡病例，生前还曾感染了登革热。泰国疾控司顾问称2月16日后该男子核酸检测已转阴，但感染对其身体已造成损害，最终死于多器官衰竭。 http://t.cn/A67iEUV7 ,无,无,2020-03-01 23:29,HUAWEI P30 Pro,0,1,0
IwEbU08FW,sdwfssj,sdwfssj:令人震惊的消息：广东出院的新冠肺炎患者转阳率达14%。如果是真的，太可怕了。全国8万患者全部出院后会有1.1万转阳 昌邑市  显示地图 ,无,无,2020-03-01 23:29,华为手机 畅享玩不停,0,0,0
IwEbSwml0,九江晨报,九江晨报:#全国年龄最大新冠肺炎危重症患者出院# #98岁新冠肺炎危重症患者出院# 【武汉98岁高龄新冠肺炎危重症患者出院】3月1日上午，截至目前全国年龄最大的新冠肺炎危重症患者、98岁高龄胡汉英从武汉雷神山医院治愈出院。跟胡汉英一起出院的还有她54岁的女儿丁女士。（长江日报）长江日报的微博视频  ,无,无,2020-03-01 23:29,微博 weibo.com,2,0,0
IwEbSer3o,冬辉的战场,冬辉的战场:深圳出现境外传入确诊病例。 患者发病前，由伦敦飞往香港，随后乘坐邮轮从香港至蛇口码头，家人驾车将其接回深圳家中 3月1日凌晨1点，深圳市卫健委向广东省新冠肺炎疫情防控指挥部办公室报告发现一例境外输入新冠肺炎病例。  ,无,无,2020-03-01 23:29,iPhone客户端,1,0,0
